PassengerId,Survived,Pclass,Name,NameLength,Sex,SibSpouce,ParentsChild,TicketNumber,Fare,Cabin,Age_wiki,Age_Months,HometownCountry,Boarded,Destination,DestinationCountry,Lifeboat,LifeboatSupport
960,,1,"Tucker, Mr. Gilbert Milligan Jr",31,male,0,0,2543,28.5375,C53,31,372,US,Cherbourg,"Albany, New York, US",US,7,Yes
961,,1,"Fortune, Mrs. Mark ",19,female,1,4,19950,263,C23 C25 C27,60,720,Canada,Southampton,"Winnipeg, Manitoba, Canada",Canada,10,Yes
962,,3,"Mulvihill, Miss. Bertha E",25,female,0,0,382653,7.75,,25,300,Ireland,Queenstown,"Providence, Rhode Island, US",US,15,Yes
963,,3,"Minkoff, Mr. Lazar",18,male,0,0,349211,7.8958,,21,252,Bulgaria,Southampton,"Chicago, Illinois, US",US,,No
964,,3,"Nieminen, Miss. Manta Josefina",30,female,0,0,3101297,7.925,,29,348,Finland,Southampton,"Aberdeen, Washington, US",US,,No
965,,1,"Ovies y Rodriguez, Mr. Servando",31,male,0,0,PC 17562,27.7208,D43,36,432,Cuba,Cherbourg,"Havana, Cuba",Cuba,,No
966,,1,"Geiger, Miss. Amalie",20,female,0,0,113503,211.5,C130,35,420,US,Southampton,"Philadelphia, Pennsylvania, US",US,4,Yes
967,,1,"Keeping, Mr. Edwin",18,male,0,0,113503,211.5,C132,33,396,US,Southampton,"Philadelphia, Pennsylvania, US",US,,No
968,,3,"Miles, Mr. Frank",16,male,0,0,359306,8.05,,23,276,England,Southampton,New York City,US,,No
969,,1,"Cornell, Mrs. Robert Clifford ",30,female,2,0,11770,25.7,C101,55,660,US,Southampton,"New York, New York, US",US,2,Yes
970,,2,"Aldworth, Mr. Charles Augustus",30,male,0,0,248744,13,,30,360,US,Southampton,"Bryn Mawr, Pennsylvania, US",US,,No
971,,3,"Doyle, Miss. Elizabeth",22,female,0,0,368702,7.75,,24,288,Ireland,Queenstown,New York City,US,,No
972,,3,"Boulos, Master. Akar",20,male,1,1,2678,15.2458,,9,108,Lebanon,Cherbourg,"Kent, British Columbia, Canada",Canada,,No
973,,1,"Straus, Mr. Isidor",18,male,1,0,PC 17483,221.7792,C55 C57,67,804,US,Southampton,"New York, New York, US",US,,No
974,,1,"Case, Mr. Howard Brown",22,male,0,0,19924,26,,49,588,England,Southampton,"Rochester, New York, US",US,,No
975,,3,"Demetri, Mr. Marinko",20,male,0,0,349238,7.8958,,23,276,Macedonia,Southampton,New York City,US,,No
976,,2,"Lamb, Mr. John Joseph",21,male,0,0,240261,10.7083,,30,360,Ireland,Queenstown,"Providence, Rhode Island, US",US,,No
977,,3,"Khalil, Mr. Betros",18,male,1,0,2660,14.4542,,25,300,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",US,,No
978,,3,"Barry, Miss. Julia",18,female,0,0,330844,7.8792,,26,312,US,Queenstown,New York City,US,,No
979,,3,"Badman, Miss. Emily Louisa",26,female,0,0,A/4 31416,8.05,,18,216,England,Southampton,"Skaneateles, New York, US",US,C,Yes
980,,3,"O'Donoghue, Ms. Bridget",23,female,0,0,364856,7.75,,21,252,Ireland,Queenstown,"Chicago, Illinois, US",US,,No
981,,2,"Wells, Master. Ralph Lester",27,male,1,1,29103,23,,2,24,England,Southampton,"Akron, Ohio, US",US,14,Yes
982,,3,"Dyker, Mrs. Adolf Fredrik ",26,female,1,0,347072,13.9,,22,264,US,Southampton,"New Haven, Connecticut, US",US,16,Yes
983,,3,"Pedersen, Mr. Olaf",18,male,0,0,345498,7.775,,28,336,Norway,Southampton,"Seattle, Washington, US",US,,No
984,,1,"Davidson, Mrs. Thornton ",24,female,1,2,F.C. 12750,52,B71,27,324,Canada,Southampton,"Montreal, Quebec, Canada",Canada,3,Yes
985,,3,"Guest, Mr. Robert",17,male,0,0,376563,8.05,,32,384,England,Southampton,"Clinton, New York, US",US,,No
986,,1,"Birnbaum, Mr. Jakob",19,male,0,0,13905,26,,24,288,Belgium,Cherbourg,"San Francisco, California, US",US,,No
987,,3,"Tenglin, Mr. Gunnar Isidor",26,male,0,0,350033,7.7958,,25,300,Sweden,Southampton,"Burlington, Iowa, US",US,13,Yes
988,,1,"Cavendish, Mrs. Tyrell William ",31,female,1,0,19877,78.85,C46,25,300,England,Southampton,"New York, New York, US",US,6,Yes
989,,3,"Makinen, Mr. Kalle Edvard",25,male,0,0,STON/O 2. 3101268,7.925,,29,348,Finland,Southampton,"Glassport, Pennsylvania, US",US,,No
990,,3,"Braf, Miss. Elin Ester Maria",28,female,0,0,347471,7.8542,,20,240,Sweden,Southampton,"Chicago, Illinois, US",US,,No
991,,3,"Nancarrow, Mr. William Henry",28,male,0,0,A./5. 3338,8.05,,33,396,England,Southampton,"Yonkers, New York, US",US,,No
992,,1,"Stengel, Mrs. Charles Emil Henry ",33,female,1,0,11778,55.4417,C116,44,528,US,Cherbourg,"Newark, New Jersey, US",US,5,Yes
993,,2,"Weisz, Mr. Leopold",18,male,1,0,228414,26,,28,336,England,Southampton,"Montreal, Quebec, Canada",Canada,,No
994,,3,"Foley, Mr. William",18,male,0,0,365235,7.75,,20,240,Ireland,Queenstown,New York City,US,,No
995,,3,"Johansson Palmquist, Mr. Oskar Leander",38,male,0,0,347070,7.775,,26,312,Sweden,Southampton,"New Haven, Connecticut, US",US,15,Yes
996,,3,"Thomas, Mrs. Alexander ",23,female,1,1,2625,8.5167,,16,192,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",US,14,Yes
997,,3,"Holthen, Mr. Johan Martin",25,male,0,0,C 4001,22.525,,28,336,Norway,Southampton,New York City,US,,No
998,,3,"Buckley, Mr. Daniel",19,male,0,0,330920,7.8208,,21,252,Ireland,Queenstown,New York City,US,13,Yes
999,,3,"Ryan, Mr. Edward",16,male,0,0,383162,7.75,,24,288,Ireland,Queenstown,"Troy, New York, US",US,14,Yes
1000,,3,"Willer, Mr. Aaron ",18,male,0,0,3410,8.7125,,37,444,Russia,Cherbourg,"Chicago, Illinois, US",US,,No
1001,,2,"Swane, Mr. George",17,male,0,0,248734,13,F,19,228,Canada,Southampton,"Montreal, Quebec, Canada",Canada,,No
1002,,2,"Stanton, Mr. Samuel Ward",24,male,0,0,237734,15.0458,,42,504,US,Southampton,New York City,US,,No
1003,,3,"Shine, Miss. Ellen Natalia",26,female,0,0,330968,7.7792,,20,240,Ireland,Queenstown,New York City,US,,No
1004,,1,"Evans, Miss. Edith Corse",24,female,0,0,PC 17531,31.6792,A29,36,432,US,Cherbourg,"New York, New York, US",US,,No
1005,,3,"Buckley, Miss. Katherine",24,female,0,0,329944,7.2833,,22,264,Ireland,Queenstown,"Roxbury, Massachusetts, US",US,,No
1006,,1,"Straus, Mrs. Isidor ",20,female,1,0,PC 17483,221.7792,C55 C57,63,756,US,Southampton,"New York, New York, US",US,,No
1007,,3,"Chronopoulos, Mr. Demetrios",27,male,1,0,2680,14.4542,,18,216,Greece,Cherbourg,New York City,US,,No
1008,,3,"Thomas, Mr. John",16,male,0,0,2681,6.4375,,34,408,Unknown,Cherbourg,"Columbus, Ohio, US",US,,No
1009,,3,"Sandstrom, Miss. Beatrice Irene",31,female,1,1,PP 9549,16.7,G6,1,12,Sweden,Southampton,"San Francisco, US",US,13,Yes
1010,,1,"Beattie, Mr. Thomson",20,male,0,0,13050,75.2417,C6,36,432,Canada,Southampton,"Fergus, Ontario, Canada",Canada,A,Yes
1011,,2,"Chapman, Mrs. John Henry ",25,female,1,0,SC/AH 29037,26,,28,336,England,Southampton,"Spokane, Washington, US",US,,No
1012,,2,"Watt, Miss. Bertha J",20,female,0,0,C.A. 33595,15.75,,12,144,Scotland,Southampton,"Portland, Oregon, US",US,9,Yes
1013,,3,"Kiernan, Mr. John",17,male,1,0,367227,7.75,,24,288,US,Queenstown,"Jersey City, New Jersey, US",US,,No
1014,,1,"Schabert, Mrs. Paul ",20,female,1,0,13236,57.75,C28,35,420,Germany,Southampton,"New York, New York, US",US,11,Yes
1015,,3,"Carver, Mr. Alfred John",23,male,0,0,392095,7.25,,28,336,England,Southampton,New York City,US,,No
1016,,3,"Kennedy, Mr. John",17,male,0,0,368783,7.75,,24,288,Ireland,Queenstown,New York City,US,15,Yes
1017,,3,"Cribb, Miss. Laura Alice",24,female,0,1,371362,16.1,,16,192,England,Southampton,"Newark, New Jersey, US",US,12,Yes
1018,,3,"Brobeck, Mr. Karl Rudolf",24,male,0,0,350045,7.7958,,22,264,Sweden,Southampton,"Worcester, Massachusetts, US",US,,No
1019,,3,"McCoy, Miss. Alicia",19,female,2,0,367226,23.25,,26,312,Ireland,Queenstown,"Brooklyn, New York, US",US,16,Yes
1020,,2,"Bowenur, Mr. Solomon",20,male,0,0,211535,13,,42,504,England,Southampton,New York City,US,,No
1021,,3,"Petersen, Mr. Marius",20,male,0,0,342441,8.05,,24,288,England,Southampton,New York City,US,,No
1022,,3,"Spinner, Mr. Henry John",23,male,0,0,STON/OQ. 369943,8.05,,32,384,England,Southampton,"Gloversville, New York, US",US,,No
1023,,1,"Gracie, Col. Archibald IV",25,male,0,0,113780,28.5,C51,53,636,US,Southampton,"Washington, DC, US",US,B,Yes
1024,,3,"Lefebre, Mrs. Frank ",20,female,0,4,4133,25.4667,,40,480,France,Southampton,"Mystic, Iowa, US",US,,No
1025,,3,"Thomas, Mr. Charles P",21,male,1,0,2621,6.4375,,31,372,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",US,,No
1026,,3,"Dintcheff, Mr. Valtcho",22,male,0,0,349226,7.8958,,43,516,Bulgaria,Southampton,"Tulsa, Oklahoma, US",US,,No
1027,,3,"Carlsson, Mr. Carl Robert",25,male,0,0,350409,7.8542,,24,288,Sweden,Southampton,"Huntley, Illinois, US",US,,No
1028,,3,"Zakarian, Mr. Mapriededer",25,male,0,0,2656,7.225,,22,264,Turkey,Cherbourg,"Brantford, Ontario, Canada",Canada,,No
1029,,2,"Schmidt, Mr. August",19,male,0,0,248659,13,,26,312,US,Southampton,"Newark, New Jersey, US",US,,No
1030,,3,"Drapkin, Miss. Jennie",21,female,0,0,SOTON/OQ 392083,8.05,,24,288,Belarus,Southampton,New York City,US,13,Yes
1031,,3,"Goodwin, Mr. Charles Frederick",30,male,1,6,CA 2144,46.9,,42,504,England,Southampton,"Niagara Falls, New York, US",US,,No
1032,,3,"Goodwin, Miss. Jessie Allis",27,female,5,2,CA 2144,46.9,,12,144,England,Southampton,"Niagara Falls, New York, US",US,,No
1033,,1,"Daniels, Miss. Sarah",20,female,0,0,113781,151.55,,33,396,Canada,Southampton,"Montreal, Quebec, Canada",Canada,8,Yes
1034,,1,"Ryerson, Mr. Arthur Larned",26,male,1,3,PC 17608,262.375,B57 B59 B63 B66,61,732,US,Cherbourg,"Cooperstown, New York, US",US,,No
1035,,2,"Beauchamp, Mr. Henry James",26,male,0,0,244358,26,,28,336,England,Southampton,New York City,US,,No
1036,,1,"Lindeberg-Lind, Mr. Erik Gustaf ",32,male,0,0,17475,26.55,,42,504,Sweden,Southampton,"New York, New York, US",US,,No
1037,,3,"Vander Planke, Mr. Julius",25,male,3,0,345763,18,,31,372,Belgium,Southampton,"Fremont, Ohio, US",US,,No
1038,,1,"Hilliard, Mr. Herbert Henry",27,male,0,0,17463,51.8625,E46,44,528,US,Southampton,"Brighton, Massachusetts, US",US,,No
1039,,3,"Davies, Mr. Evan",16,male,0,0,SC/A4 23568,8.05,,22,264,Australia,Southampton,"Pontiac, Michigan, US",US,,No
1040,,1,"Crafton, Mr. John Bertram",25,male,0,0,113791,26.55,,59,708,US,Southampton,"Roachdale, Indiana, US",US,,No
1041,,2,"Lahtinen, Rev. William",22,male,1,1,250651,26,,35,420,US,Southampton,"Minneapolis, Minnesota, US",US,,No
1042,,1,"Earnshaw, Mrs. Boulton ",23,female,0,1,11767,83.1583,C54,,0,,,,,,No
1043,,3,"Matinoff, Mr. Nicola",20,male,0,0,349255,7.8958,,30,360,Bulgaria,Cherbourg,"Madison, Wisconsin, US",US,,No
1044,,3,"Storey, Mr. Thomas",18,male,0,0,3701,,,51,612,England,Southampton,New York City,US,,No
1045,,3,"Klasen, Mrs. ",13,female,0,2,350405,12.1833,,36,432,Sweden,Southampton,"Los Angeles, US",US,,No
1046,,3,"Asplund, Master. Filip Oscar",28,male,4,2,347077,31.3875,,13,156,Sweden,Southampton,"Worcester, Massachusetts, US",US,,No
1047,,3,"Duquemin, Mr. Joseph",20,male,0,0,S.O./P.P. 752,7.55,,19,228,Channel Islands,Southampton,"Albion, New York, US",US,D,Yes
1048,,1,"Bird, Miss. Ellen",17,female,0,0,PC 17483,221.7792,C97,31,372,US,Southampton,"New York, New York, US",US,8,Yes
1049,,3,"Lundin, Miss. Olga Elida",24,female,0,0,347469,7.8542,,,0,,,,,,No
1050,,1,"Borebank, Mr. John James",24,male,0,0,110489,26.55,D22,42,504,England,Southampton,"Toronto, Ontario, Canada",Canada,,No
1051,,3,"Peacock, Mrs. Benjamin ",23,female,0,2,SOTON/O.Q. 3101315,13.775,,26,312,England,Southampton,"Elizabeth, New Jersey, US",US,,No
1052,,3,"Smyth, Miss. Julia",18,female,0,0,335432,7.7333,,17,204,Ireland,Queenstown,New York City,US,13,Yes
1053,,3,"Touma, Master. Georges Youssef",30,male,1,1,2650,15.2458,,8,96,Lebanon,Cherbourg,"Dowagiac, Michigan, US",US,C,Yes
1054,,2,"Wright, Miss. Marion",20,female,0,0,220844,13.5,,26,312,England,Southampton,"Cottage Grove, Oregon, US",US,9,Yes
1055,,3,"Pearce, Mr. Ernest",18,male,0,0,343271,7,,32,384,England,Southampton,New York City,US,,No
1056,,2,"Peruschitz, Rev. Joseph Maria",29,male,0,0,237393,13,,28,336,Germany,Southampton,"St. Cloud, Minnesota, US",US,,No
1057,,3,"Kink-Heilmann, Mrs. Anton ",26,female,1,1,315153,22.025,,26,312,Switzerland,Southampton,"Milwaukee, Wisconsin, US",US,2,Yes
1058,,1,"Brandeis, Mr. Emil",18,male,0,0,PC 17591,50.4958,B10,48,576,US,Cherbourg,"Omaha, Nebraska, US",US,,No
1059,,3,"Ford, Mr. Edward Watson",23,male,2,2,W./C. 6608,34.375,,18,216,England,Southampton,"Essex County, New Jersey, US",US,,No
1060,,1,"Cassebeer, Mrs. Henry Arthur Jr ",32,female,0,0,17770,27.7208,,36,432,US,Cherbourg,"New York, New York, US",US,5,Yes
1061,,3,"Hellstrom, Miss. Hilda Maria",28,female,0,0,7548,8.9625,,22,264,Sweden,Southampton,"Evanston, Illinois, US",US,C,Yes
1062,,3,"Lithman, Mr. Simon",18,male,0,0,S.O./P.P. 251,7.55,,26,312,Scotland,Southampton,New York City,US,,No
1063,,3,"Zakarian, Mr. Ortin",19,male,0,0,2670,7.225,,27,324,Turkey,Cherbourg,"Brantford, Ontario, Canada",Canada,,No
1064,,3,"Dyker, Mr. Adolf Fredrik",24,male,1,0,347072,13.9,,23,276,US,Southampton,"New Haven, Connecticut, US",US,,No
1065,,3,"Torfa, Mr. Assad",16,male,0,0,2673,7.2292,,20,240,Syria,Cherbourg,New York City,US,,No
1066,,3,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",42,male,1,5,347077,31.3875,,40,480,Sweden,Southampton,"Worcester, Massachusetts, US",US,,No
1067,,2,"Brown, Miss. Edith Eileen",25,female,0,2,29750,39,,15,180,South Africa,Southampton,"Seattle, Washington, US",US,14,Yes
1068,,2,"Sincock, Miss. Maude",20,female,0,0,C.A. 33112,36.75,,20,240,England,Southampton,"Hancock, Michigan, US",US,11,Yes
1069,,1,"Stengel, Mr. Charles Emil Henry",31,male,1,0,11778,55.4417,C116,54,648,US,Cherbourg,"Newark, New Jersey, US",US,1,Yes
1070,,2,"Becker, Mrs. Allen Oliver ",26,female,0,3,230136,39,F4,35,420,British India,Southampton,"Benton Harbor, Michigan, US",US,11,Yes
1071,,1,"Compton, Mrs. Alexander Taylor ",31,female,0,2,PC 17756,83.1583,E45,64,768,US,Cherbourg,"Lakewood, New Jersey, US",US,14,Yes
1072,,2,"McCrie, Mr. James Matthew",25,male,0,0,233478,13,,32,384,Canada,Southampton,"Sarnia, Ontario, Canada",Canada,,No
1073,,1,"Compton, Mr. Alexander Taylor Jr",32,male,1,1,PC 17756,83.1583,E52,37,444,US,Cherbourg,"Lakewood, New Jersey, US",US,,No
1074,,1,"Marvin, Mrs. Daniel Warner ",27,female,1,0,113773,53.1,D30,18,216,US,Southampton,"New York, New York, US",US,10,Yes
1075,,3,"Lane, Mr. Patrick",17,male,0,0,7935,7.75,,16,192,Ireland,Queenstown,New York City,US,,No
1076,,1,"Douglas, Mrs. Frederick Charles ",32,female,1,1,PC 17558,247.5208,B58 B60,27,324,Canada,Cherbourg,"Montreal, Quebec, Canada",Canada,6,Yes
1077,,2,"Maybery, Mr. Frank Hubert",25,male,0,0,239059,16,,36,432,England,Southampton,"Moose Jaw, Saskatchewan, Canada",Canada,,No
1078,,2,"Phillips, Miss. Alice Frances Louisa",36,female,0,1,S.O./P.P. 2,21,,21,252,England,Southampton,"New Brighton, Pennsylvania, US",US,12,Yes
1079,,3,"Davies, Mr. Joseph",18,male,2,0,A/4 48873,8.05,,17,204,England,Southampton,"Pontiac, Michigan, US",US,,No
1080,,3,"Sage, Miss. Ada",15,female,8,2,CA. 2343,69.55,,10,120,England,Southampton,"Jacksonville, Florida, US",US,,No
1081,,2,"Veal, Mr. James",15,male,0,0,28221,13,,40,480,US,Southampton,"Barre, Vermont, US",US,,No
1082,,2,"Angle, Mr. William A",20,male,1,0,226875,26,,32,384,England,Southampton,New York City,US,,No
1083,,1,"Salomon, Mr. Abraham L",22,male,0,0,111163,26,,43,516,US,Cherbourg,"New York, New York, US",US,1,Yes
1084,,3,"van Billiard, Master. Walter John",33,male,1,1,A/5. 851,14.5,,9,108,England,Southampton,"North Wales, Pennsylvania, US",US,,No
1085,,2,"Lingane, Mr. John",17,male,0,0,235509,12.35,,61,732,US,Southampton,"Chelsea, Michigan, US",US,,No
1086,,2,"Drew, Master. Marshall Brines",29,male,0,2,28220,32.5,,8,96,US,Southampton,"Greenport, New York, US",US,10,Yes
1087,,3,"Karlsson, Mr. Julius Konrad Eugen",33,male,0,0,347465,7.8542,,33,396,Sweden,Southampton,New York City,US,,No
1088,,1,"Spedden, Master. Robert Douglas",31,male,0,2,16966,134.5,E34,6,72,US,Cherbourg,"Tuxedo Park, New York, US",US,3,Yes
1089,,3,"Nilsson, Miss. Berta Olivia",27,female,0,0,347066,7.775,,18,216,Sweden,Southampton,"Missoula, Montana, US",US,D,Yes
1090,,2,"Baimbrigge, Mr. Charles Robert",30,male,0,0,C.A. 31030,10.5,,23,276,Channel Islands,Southampton,New York City,US,,No
1091,,3,"Rasmussen, Mrs. ",16,female,0,0,65305,8.1125,,62,744,Norway,Southampton,"Centerville, South Dakota, US",US,,No
1092,,3,"Murphy, Miss. Nora",18,female,0,0,36568,15.5,,34,408,Ireland,Queenstown,New York City,US,16,Yes
1093,,3,"Danbom, Master. Gilbert Sigvard Emanuel",39,male,0,2,347080,14.4,,0.33,4,Sweden,Southampton,"Stanton, Iowa, US",US,,No
1094,,1,"Astor, Col. John Jacob",22,male,1,0,PC 17757,227.525,C62 C64,47,564,US,Cherbourg,"New York, New York, US",US,,No
1095,,2,"Quick, Miss. Winifred Vera",26,female,1,1,26360,26,,8,96,England,Southampton,"Detroit, Michigan, US",US,11,Yes
1096,,2,"Andrew, Mr. Frank Thomas",24,male,0,0,C.A. 34050,10.5,,30,360,England,Southampton,"Houghton, Michigan, US",US,,No
1097,,1,"Omont, Mr. Alfred Fernand",25,male,0,0,F.C. 12998,25.7417,,29,348,France,Cherbourg,"New York, New York, US",US,7,Yes
1098,,3,"McGowan, Miss. Katherine",24,female,0,0,9232,7.75,,42,504,Ireland,Queenstown,"Chicago, Illinois, US",US,,No
1099,,2,"Collett, Mr. Sidney C Stuart",28,male,0,0,28034,10.5,,25,300,England,Southampton,"Port Byron, New York, US",US,9,Yes
1100,,1,"Rosenbaum, Miss. Edith Louise",29,female,0,0,PC 17613,27.7208,A11,34,408,France,Cherbourg,"Cincinnati, Ohio, US",US,11,Yes
1101,,3,"Delalic, Mr. Redjo",18,male,0,0,349250,7.8958,,25,300,Bosnia,Southampton,"Harrisburg, Pennsylvania, US",US,,No
1102,,3,"Andersen, Mr. Albert Karvin",27,male,0,0,C 4001,22.525,,33,396,Norway,Southampton,New York City,US,,No
1103,,3,"Finoli, Mr. Luigi",17,male,0,0,SOTON/O.Q. 3101308,7.05,,34,408,US,Southampton,"Philadelphia, Pennsylvania, US",US,15,Yes
1104,,2,"Deacon, Mr. Percy William",25,male,0,0,S.O.C. 14879,73.5,,20,240,England,Southampton,"Boston, Massachusetts, US",US,,No
1105,,2,"Howard, Mrs. Benjamin ",22,female,1,0,24065,26,,60,720,England,Southampton,"Idaho, US",US,,No
1106,,3,"Andersson, Miss. Ida Augusta Margareta",38,female,4,2,347091,7.775,,38,456,Sweden,Southampton,"Manistee, Michigan, US",US,,No
1107,,1,"Head, Mr. Christopher",21,male,0,0,113038,42.5,B11,42,504,England,Southampton,"New York, New York, US",US,,No
1108,,3,"Mahon, Miss. Bridget Delia",26,female,0,0,330924,7.8792,,20,240,Ireland,Queenstown,New York City,US,,No
1109,,1,"Wick, Mr. George Dennick",24,male,1,1,36928,164.8667,,58,696,US,Southampton,"Youngstown, Ohio, US",US,,No
1110,,1,"Widener, Mrs. George Dunton ",28,female,1,1,113503,211.5,C80,50,600,US,Southampton,"Philadelphia, Pennsylvania, US",US,4,Yes
1111,,3,"Thomson, Mr. Alexander Morrison",31,male,0,0,32302,8.05,,36,432,Scotland,Southampton,New York City,US,,No
1112,,2,"Duran y More, Miss. Florentina",30,female,1,0,SC/PARIS 2148,13.8583,,30,360,Spain,Cherbourg,"Havana, Cuba",Cuba,12,Yes
1113,,3,"Reynolds, Mr. Harold J",22,male,0,0,342684,8.05,,21,252,England,Southampton,"Toronto, Ontario, Canada",Canada,,No
1114,,2,"Cook, Mrs. ",11,female,0,0,W./C. 14266,10.5,F33,22,264,England,Southampton,New York City,US,14,Yes
1115,,3,"Karlsson, Mr. Einar Gervasius",29,male,0,0,350053,7.7958,,21,252,Sweden,Southampton,"Brooklyn, New York, US",US,13,Yes
1116,,1,"Candee, Mrs. Edward ",20,female,0,0,PC 17606,27.4458,,53,636,US,Cherbourg,"Washington, DC, US",US,6,Yes
1117,,3,"Moubarek, Mrs. George ",22,female,0,2,2661,15.2458,,24,288,Lebanon,Cherbourg,"Houtzdale, Pennsylvania, US",US,C,Yes
1118,,3,"Asplund, Mr. Johan Charles",26,male,0,0,350054,7.7958,,23,276,Sweden,Southampton,"Minneapolis, Minnesota, US",US,13,Yes
1119,,3,"McNeill, Miss. Bridget",22,female,0,0,370368,7.75,,27,324,Ireland,Queenstown,New York City,US,,No
1120,,3,"Everett, Mr. Thomas James",25,male,0,0,C.A. 6212,15.1,,39,468,England,Southampton,"Troy, New York, US",US,,No
1121,,2,"Hocking, Mr. Samuel James Metcalfe",34,male,0,0,242963,13,,36,432,England,Southampton,"Middletown, Connecticut, US",US,,No
1122,,2,"Sweet, Mr. George Frederick",27,male,0,0,220845,65,,14,168,England,Southampton,"Bernardsville, New Jersey, US",US,,No
1123,,1,"Willard, Miss. Constance",24,female,0,0,113795,26.55,,21,252,US,Southampton,"Duluth, Minnesota, US",US,8,Yes
1124,,3,"Wiklund, Mr. Karl Johan",23,male,1,0,3101266,6.4958,,21,252,Finland,Southampton,"Montreal, Quebec, Canada",Canada,,No
1125,,3,"Linehan, Mr. Michael",20,male,0,0,330971,7.8792,,21,252,Ireland,Queenstown,New York City,US,,No
1126,,1,"Cumings, Mr. John Bradley",25,male,1,0,PC 17599,71.2833,C85,39,468,US,Cherbourg,"New York, New York, US",US,,No
1127,,3,"Vendel, Mr. Olof Edvin",22,male,0,0,350416,7.8542,,29,348,Sweden,Southampton,"St. Paul, Minnesota, US",US,,No
1128,,1,"Warren, Mr. Frank Manley",24,male,1,0,110813,75.25,D37,63,756,US,Cherbourg,"Portland, Oregon, US",US,,No
1129,,3,"Baccos, Mr. Raffull",19,male,0,0,2679,7.225,,20,240,Lebanon,Cherbourg,New York City,US,,No
1130,,2,"Hiltunen, Miss. Marta",21,female,1,1,250650,13,,18,216,Russia,Southampton,"Detroit, Michigan, US",US,,No
1131,,1,"Douglas, Mrs. Walter Donald ",28,female,1,0,PC 17761,106.425,C86,48,576,US,Cherbourg,"Minneapolis, Minnesota, US",US,2,Yes
1132,,1,"Lindstrom, Mrs. Carl Johan ",27,female,0,0,112377,27.7208,,55,660,Sweden,Cherbourg,"New York, New York, US",US,6,Yes
1133,,2,"Christy, Mrs. ",14,female,0,2,237789,30,,45,540,England,Southampton,"Montreal, Quebec, Canada",Canada,12,Yes
1134,,1,"Spedden, Mr. Frederic Oakley",28,male,1,1,16966,134.5,E34,45,540,US,Cherbourg,"Tuxedo Park, New York, US",US,3,Yes
1135,,3,"Hyman, Mr. Abraham",18,male,0,0,3470,7.8875,,34,408,England,Southampton,"Springfield, Massachusetts, US",US,C,Yes
1136,,3,"Johnston, Master. William Arthur Willie",39,male,1,2,W./C. 6607,23.45,,8,96,England,Southampton,"New London, Connecticut, US",US,,No
1137,,1,"Kenyon, Mr. Frederick R",23,male,1,0,17464,51.8625,D21,41,492,US,Southampton,"Pittsburgh, Pennsylvania, US",US,,No
1138,,2,"Karnes, Mrs. J Frank ",21,female,0,0,F.C.C. 13534,21,,28,336,US,Southampton,"Pittsburgh, Pennsylvania, US",US,,No
1139,,2,"Drew, Mr. James Vivian",22,male,1,1,28220,32.5,,42,504,US,Southampton,"Greenport, New York, US",US,,No
1140,,2,"Hold, Mrs. Stephen ",19,female,1,0,26707,26,,29,348,England,Southampton,"Sacramento, California, US",US,10,Yes
1141,,3,"Khalil, Mrs. Betros ",20,female,1,0,2660,14.4542,,20,240,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",US,,No
1142,,2,"West, Miss. Barbara J",21,female,1,2,C.A. 34651,27.75,,0.83,10,England,Southampton,"Gainesville, Florida, US",US,10,Yes
1143,,3,"Abrahamsson, Mr. Abraham August Johannes",40,male,0,0,SOTON/O2 3101284,7.925,,20,240,Finland,Southampton,"Hoboken, New Jersey, US",US,15,Yes
1144,,1,"Clark, Mr. Walter Miller",24,male,1,0,13508,136.7792,C89,27,324,US,Cherbourg,"Los Angeles, California, US",US,,No
1145,,3,"Salander, Mr. Karl Johan",24,male,0,0,7266,9.325,,24,288,Sweden,Southampton,"Red Wing, Minnesota, US",US,,No
1146,,3,"Wenzel, Mr. Linhart",19,male,0,0,345775,9.5,,27,324,Austria,Southampton,New York City,US,,No
1147,,3,"MacKay, Mr. George William",26,male,0,0,C.A. 42795,7.55,,20,240,England,Southampton,"Rochester, New York, US",US,,No
1148,,3,"Mahon, Mr. John",15,male,0,0,AQ/4 3130,7.75,,22,264,Ireland,Queenstown,"Patterson, New Jersey, US",US,,No
1149,,3,"Niklasson, Mr. Samuel",21,male,0,0,363611,8.05,,28,336,Sweden,Southampton,New York City,US,,No
1150,,2,"Bentham, Miss. Lilian W",23,female,0,0,28404,13,,19,228,US,Southampton,"Rochester, New York, US",US,12,Yes
1151,,3,"Midtsjo, Mr. Karl Albert",24,male,0,0,345501,7.775,,21,252,Norway,Southampton,"Chicago, Illinois, US",US,15,Yes
1152,,3,"de Messemaeker, Mr. Guillaume Joseph",36,male,1,0,345572,17.4,,36,432,US,Southampton,"Tampico, Montana, US",US,15,Yes
1153,,3,"Nilsson, Mr. August Ferdinand",29,male,0,0,350410,7.8542,,21,252,Sweden,Southampton,"St. Paul, Minnesota, US",US,,No
